"CompType","CompInst","CAPEC","Confidentiality","Integrity","Availability","ApplicableDefenseProperties","ImplProperties","DAL"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-137",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-148",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-151",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-175",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-22",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-22",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-242",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-242",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-248",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-248",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-586",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-586",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-594",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","c14aDeliveryDroneSystem.ImplDeliveryDroneSystem","CAPEC-594",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Camera","camera","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"Camera","camera","CAPEC-390",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-390",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-390","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"Camera","camera","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"Camera","camera","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"Camera","camera","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"Connection","cc1GNC.ImplGNC","CAPEC-117","Confidentiality",null,null,"EncryptedTransmission;null;null","null;null;null","null;null;null"
"Connection","cc1GNC.ImplGNC","CAPEC-192","Confidentiality",null,null,"EncryptedTransmission;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-137",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-148",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-151",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-151","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-175",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-22",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-22",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-22","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-242",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-242",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-242","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-248",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-248",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-248","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-586",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-586",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-594",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc2GNC.ImplGNC","CAPEC-594",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-137",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-148",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-151",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-151","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-175",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-22",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-22",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-22","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-242",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-242",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-242","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-248",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-248",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-248","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-586",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-586",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-594",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc3GNC.ImplGNC","CAPEC-594",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc4GNC.ImplGNC","CAPEC-117","Confidentiality",null,null,"EncryptedTransmission;null;null","null;null;null","null;null;null"
"Connection","cc4GNC.ImplGNC","CAPEC-192","Confidentiality",null,null,"EncryptedTransmission;null;null","null;null;null","null;null;null"
"Connection","cc5GNC.ImplGNC","CAPEC-117","Confidentiality",null,null,"EncryptedTransmission;null;null","null;null;null","null;null;null"
"Connection","cc5GNC.ImplGNC","CAPEC-192","Confidentiality",null,null,"EncryptedTransmission;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-137",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-148",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-151",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-151","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-175",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-22",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-22",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-22","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-242",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-242",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-242","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-248",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-248",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-248","Confidentiality",null,null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-586",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-586",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-594",null,null,"Availability","DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connection","cc6GNC.ImplGNC","CAPEC-594",null,"Integrity",null,"DeviceAuthentication;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-123",null,null,"Availability","StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-123",null,"Integrity",null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-125",null,null,"Availability","DosProtection;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-130",null,null,"Availability","ResourceAvailability;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-131",null,null,"Availability","ResourceAvailability;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-137",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-148",null,"Integrity",null,"Heterogeneity;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-148",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-148",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-151",null,"Integrity",null,"Heterogeneity;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-175",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"Connector","connector","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"Connector","connector","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-242",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-242",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-248",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-248",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-25",null,null,"Availability","StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-26",null,"Integrity",null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-28",null,null,"Availability","InputValidation;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-28",null,"Integrity",null,"InputValidation;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-438",null,"Integrity",null,"TamperProtection;SupplyChainSecurity;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-439",null,"Integrity",null,"TamperProtection;SupplyChainSecurity;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"Connector","connector","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","null;null;null","null;null;null"
"Connector","connector","CAPEC-586",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-586",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-594",null,null,"Availability","Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-594",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-607",null,null,"Availability","FailSafe;AntiJamming;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","null;null;null","null;null;null"
"Connector","connector","CAPEC-74",null,"Integrity",null,"StaticCodeAnalysis;InputValidation;null","null;null;null","null;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-390",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-390",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-390","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryItemMechanism","deliveryItemMechanism","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-176",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"DeliveryPlanner","deliveryPlanner","CAPEC-184",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"DeliveryPlanner","deliveryPlanner","CAPEC-188","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-188","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-188","Confidentiality",null,null,"TamperProtection;null;null","null;null;null","null;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-390",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-390",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-390","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-440",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-440",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-440",null,"Integrity",null,"TamperProtection;null;null","null;null;null","null;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507",null,null,"Availability","PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507",null,null,"Availability","SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-507","Confidentiality",null,null,"Zeroize;null;null","null;null;null","null;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-549",null,null,"Availability","RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"DeliveryPlanner","deliveryPlanner","CAPEC-549",null,"Integrity",null,"RemoteAttestation;MemoryProtection;SecureBoot","remoteAttestation;memoryProtection;secureBoot","7;7;7"
"DeliveryPlanner","deliveryPlanner","CAPEC-624",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-624",null,"Integrity",null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-624","Confidentiality",null,null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
"DeliveryPlanner","deliveryPlanner","CAPEC-624","Confidentiality",null,null,"SystemAccessControl;null;null","systemAccessControl;null;null","7;null;null"
"FlightControl","fc","CAPEC-116","Confidentiality",null,null,"RemoveIdentifyingInformation;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-123",null,null,"Availability","StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-123",null,"Integrity",null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-123","Confidentiality",null,null,"StaticCodeAnalysis;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-125",null,null,"Availability","DosProtection;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-130",null,null,"Availability","ResourceAvailability;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-131",null,null,"Availability","ResourceAvailability;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-137",null,"Integrity",null,"Logging;InputValidation;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-148",null,"Integrity",null,"Heterogeneity;null;null","null;null;null","null;null;null"
"FlightControl","fc","CAPEC-148",null,"Integrity",null,"PhysicalAccessControl;null;null","physicalAccessControl;null;null","7;null;null"
